ModelName,REFYR,SCHOOL,BOARD,SBREGN,SBCNTY,SEX,BIRTHD,PRORES,COURES,CUNRES,RGNRES,IMSTAT,CUNCIT,RGNCIT,TONGUE,APPTYP,ENG,CALC,CHEM,PHYS,YRSSCH,CNTCRS,TOTCRR,AVERG1,AVERG2,CHS1,CHS2,CHS3,CHS4,CHS5
Boosting,0.0229557693358,0.02369888901,0.0160159802048,0.0101439515409,0.0097745816738,0.00468517709422,0.0145142466161,0.0,0.0267448154358,0.0,0.0,0.000229089938957,0.00146626132416,0.0,0.00573694930856,0.0,0.0224016809452,0.00991011289378,0.0189851548221,0.0156479230795,0.00440035068672,0.000445495462082,0.0111660450682,0.0201422983525,0.213136605129,0.443146888528,0.0779325047339,0.0267192288165,0.0,0.0
DecisionTree,0.00888570429907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0173272330935,0.0,0.0,0.0,0.0,0.0,0.0164600349669,0.0,0.253615281352,0.587219310589,0.109747647233,0.00674478846649,0.0,0.0
RandomForest,0.0013060637515,0.00978107254426,0.0228241467002,0.0314239566943,0.0325852149049,0.000826144506194,0.00383582198475,0.0,0.0403336634685,0.0,0.0,0.00113690538396,0.000994781826277,0.00123959773369,0.000411214504402,0.0,0.0103505627657,0.0303369787049,0.032588301985,0.0250524677455,0.00232640881689,0.00146481305498,0.00228588937783,0.0440460924793,0.118801782161,0.497388332652,0.0672307100501,0.0155269677361,0.00279382169584,0.00310828677255
